model,src,tgt,top1,mrr
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,french,0.741,0.7965878407452567
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,german,0.82,0.859942532426122
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,gujarati,0.294,0.3607447492684422
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,hausa,0.003,0.01833695526067172
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,indonesian,0.666,0.7425913323564444
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,japanese,0.695,0.7637702401980341
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,kannada,0.483,0.5654341779354229
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,khmer,0.45,0.5449998537936883
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,kurdish,0.268,0.35456269995614376
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,kyrgyz,0.396,0.4723483852640256
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,lingala,0.006,0.01834042258660491
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,lithuanian,0.775,0.829935669423808
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,macedonian,0.792,0.8433464611498562
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,malayalam,0.519,0.6189233533047737
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,moore,0.011,0.024880929159754768
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,oromo,0.008,0.018824091006900114
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,pashto,0.304,0.39068736329486936
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,persian,0.668,0.7453184797697128
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,portuguese,0.834,0.8679184379641555
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,serbian,0.785,0.8325860802930963
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,spanish,0.754,0.8114816254407631
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,tagalog,0.026,0.05184811701333289
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,tajik,0.004,0.015356489282934684
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,tamil,0.555,0.6489463109224967
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,turkish,0.662,0.741911794227188
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,urdu,0.671,0.7396631656130025
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,uyghur,0.357,0.44638596899356275
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,uzbek,0.013,0.03426700646172436
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,vietnamese,0.784,0.8351414001195948
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,romanian,yoruba,0.008,0.027573180536257166
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,albanian,0.823,0.872630141705606
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,asante,0.008,0.020719797416218398
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,assamese,0.201,0.28948337034158655
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,azeri,0.656,0.7281325403658495
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,bosnian-mihanovich,0.938,0.954918805256607
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,bosnian-rwwad,0.944,0.9623603602982266
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,chinese,0.627,0.7116604172019882
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,croatian,0.949,0.9654004160050312
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,dutch,0.803,0.8527707799707913
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,english,0.864,0.8991267788993488
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,french,0.738,0.7987052037459147
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,german,0.821,0.8636847527067518
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,gujarati,0.294,0.36570922194902267
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,hausa,0.004,0.01843339991680331
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,indonesian,0.716,0.7882053257123811
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,japanese,0.698,0.777783714923849
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,kannada,0.503,0.5893391299202515
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,khmer,0.496,0.5850990431858354
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,kurdish,0.295,0.3784156564305804
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,kyrgyz,0.4,0.4951101834970016
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,lingala,0.008,0.020004727378791522
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,lithuanian,0.771,0.8234495660108269
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,macedonian,0.922,0.9403892202301916
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,malayalam,0.577,0.6692214682882818
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,moore,0.005,0.0188652719494775
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,oromo,0.003,0.013601067033483457
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,pashto,0.339,0.4347084348812678
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,persian,0.719,0.7927794902443361
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,portuguese,0.797,0.8443407845540878
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,romanian,0.807,0.857024844083107
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,spanish,0.757,0.8136884824592981
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,tagalog,0.023,0.0462144492585825
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,tajik,0.003,0.015180928642372032
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,tamil,0.589,0.6786561273199765
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,turkish,0.737,0.7999806909230154
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,urdu,0.711,0.7787073309100249
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,uyghur,0.387,0.4790275192236033
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,uzbek,0.015,0.03603088701588367
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,vietnamese,0.764,0.8253035769439463
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,serbian,yoruba,0.009,0.0262358455395656
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,albanian,0.753,0.8112784447439632
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,asante,0.011,0.024799551165515788
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,assamese,0.19,0.2810928595529652
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,azeri,0.596,0.6751418194382484
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,bosnian-mihanovich,0.725,0.7803624063210151
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,bosnian-rwwad,0.74,0.7901059582457086
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,chinese,0.615,0.7012357057855264
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,croatian,0.754,0.8017490696418696
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,dutch,0.777,0.8328770722461519
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,english,0.844,0.8873901337817065
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,french,0.728,0.7876747608609176
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,german,0.738,0.7932612484099429
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,gujarati,0.27,0.3383424464921447
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,hausa,0.005,0.019005249298113945
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,indonesian,0.665,0.7446478416042049
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,japanese,0.714,0.7807024475319407
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,kannada,0.464,0.5521379802872195
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,khmer,0.497,0.5836657818263224
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,kurdish,0.265,0.34986572613966643
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,kyrgyz,0.355,0.4444791093267066
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,lingala,0.004,0.015084469193736415
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,lithuanian,0.75,0.8110024594690294
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,macedonian,0.728,0.7807457511313751
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,malayalam,0.492,0.5914576990021299
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,moore,0.01,0.023773809962776785
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,oromo,0.008,0.01930914616814001
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,pashto,0.293,0.38617532926220144
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,persian,0.702,0.7752083261670548
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,portuguese,0.781,0.8304032010158388
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,romanian,0.764,0.8126471901680159
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,serbian,0.768,0.8108353951860604
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,tagalog,0.029,0.05058974722026602
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,tajik,0.004,0.014273470755062884
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,tamil,0.535,0.6305216384732528
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,turkish,0.666,0.7382696953379495
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,urdu,0.653,0.7265559368776063
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,uyghur,0.364,0.4511196222750371
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,uzbek,0.012,0.02886434364615998
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,vietnamese,0.803,0.8489512851188102
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,spanish,yoruba,0.01,0.02742890055433528
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,albanian,0.016,0.03849258318601119
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,asante,0.006,0.023113138992761104
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,assamese,0.009,0.021833960224393753
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,azeri,0.009,0.026474948526524177
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,bosnian-mihanovich,0.009,0.032070298748751704
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,bosnian-rwwad,0.008,0.03162153306510707
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,chinese,0.006,0.021221902992791187
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,croatian,0.008,0.029073133967271472
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,dutch,0.008,0.034815392627148244
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,english,0.019,0.03944933949776144
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,french,0.014,0.03571450890979487
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,german,0.018,0.04099477459906288
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,gujarati,0.011,0.03017092704911603
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,hausa,0.005,0.02959300695476087
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,indonesian,0.014,0.03316110298866071
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,japanese,0.012,0.028382920045151562
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,kannada,0.008,0.026822523388222382
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,khmer,0.006,0.01962368496607373
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,kurdish,0.006,0.02143629821585065
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,kyrgyz,0.01,0.028498731189515424
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,lingala,0.009,0.0230962996532892
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,lithuanian,0.013,0.03876328886718966
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,macedonian,0.011,0.036293134241337004
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,malayalam,0.006,0.024011676256482338
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,moore,0.006,0.01688722688994059
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,oromo,0.009,0.0241224232257536
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,pashto,0.01,0.02708311687591832
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,persian,0.01,0.028636854510365267
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,portuguese,0.02,0.04458893525076689
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,romanian,0.013,0.03867824970766201
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,serbian,0.008,0.03014477145298871
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,spanish,0.017,0.03754114285633795
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,tajik,0.005,0.017765983519872783
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,tamil,0.01,0.028775433549988554
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,turkish,0.007,0.02440843932506743
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,urdu,0.006,0.02443442327308997
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,uyghur,0.008,0.024837971297554304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,uzbek,0.003,0.013065123973236363
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,vietnamese,0.021,0.04302004092559136
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tagalog,yoruba,0.009,0.023286679255882948
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,albanian,0.004,0.014640603601640576
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,asante,0.007,0.017976403914926477
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,assamese,0.002,0.012607170818932506
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,azeri,0.003,0.01297847944671146
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,bosnian-mihanovich,0.002,0.013209772454574114
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,bosnian-rwwad,0.003,0.012522482887301394
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,chinese,0.003,0.012047726971483944
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,croatian,0.001,0.01143145010787626
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,dutch,0.001,0.014177417350737843
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,english,0.002,0.011557752575094764
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,french,0.003,0.013715211986361862
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,german,0.002,0.014168724867399939
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,gujarati,0.003,0.015365022752388042
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,hausa,0.005,0.020298356793711753
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,tajik,indonesian,0.003,0.013034246208925406
